gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Cluster
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,1912,0
0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,1842,1
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,1824,2
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,2227,2
0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,3231,0
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,368,0
0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,3343,0
0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,451,0
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,2937,1
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,554,1
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,1920,2
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,2217,0
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,510,0
1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,2277,2
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,2072,2
0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,2581,2
0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,1597,0
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,2716,2
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,723,0
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,2604,2
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,1966,2
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,318,1
0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,3212,1
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,2893,0
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,608,0
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,296,1
0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,3357,0
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,2668,2
1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,1010,1
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,2781,0
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,2435,0
1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,1656,0
0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,3171,0
0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,3177,0
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,3238,0
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,2785,2
1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,3090,0
1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,1762,2
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,3145,1
0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,1741,2
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,1290,1
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,3310,1
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,357,0
1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,2142,0
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,384,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,778,1
1,0,1,0,71,1,2,1,0,0,2,0,2,2,1,1,1,98.65,2821,2
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,112.6,3109,2
1,0,1,1,33,1,0,2,1,1,1,1,1,1,1,0,3,20.6,2813,1
1,0,0,0,2,1,2,1,0,0,0,0,2,0,0,1,2,85.65,708,0
1,0,0,1,24,0,1,0,2,0,0,2,0,0,2,0,3,35.75,3147,1
0,0,1,1,56,1,2,1,0,2,2,2,0,2,1,1,1,99.75,2382,2
1,0,0,0,37,1,0,1,0,2,0,0,2,2,0,1,1,96.1,1627,0
0,0,0,0,43,1,2,0,0,2,2,2,2,2,1,0,1,85.1,1635,2
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,25.35,1118,0
0,0,1,0,25,1,2,1,0,0,2,2,2,2,0,1,0,104.95,1151,2
0,0,0,0,61,1,2,0,2,2,2,2,2,2,2,0,2,89.65,2280,2
1,0,0,0,17,1,2,1,0,0,2,2,0,0,1,0,2,86.75,391,0
0,0,1,0,41,1,0,1,0,2,2,2,0,0,1,1,0,86.2,1500,2
1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,2176,0
1,1,1,1,72,0,1,0,2,2,2,2,2,2,2,1,0,64.8,2054,2
1,0,0,0,1,1,2,1,0,2,0,0,0,2,0,1,1,90.85,3258,0
1,0,0,0,48,1,2,1,0,2,2,0,2,2,2,1,0,108.1,2203,2
1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,936,1
0,1,1,0,55,1,2,1,0,2,2,0,0,0,0,1,2,85.45,2113,0
0,0,0,0,42,0,1,0,2,2,2,2,0,2,1,1,2,54.75,1039,1
1,0,0,0,44,1,2,1,0,0,2,0,0,2,0,1,3,90.4,1780,0
1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2,44.0,1904,0
0,0,0,0,27,1,2,1,0,0,0,0,2,2,0,1,0,95.6,1160,0
1,1,1,0,27,1,2,0,0,2,2,2,2,2,0,1,0,84.8,1021,2
0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,2,44.3,3242,0
0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,1636,1
0,1,1,0,42,1,2,1,0,0,0,0,2,2,0,1,2,95.05,1732,0
0,0,0,0,66,1,2,0,2,2,2,2,2,2,2,1,1,90.05,2514,2
1,1,1,0,33,1,2,1,2,0,2,2,2,2,0,1,0,109.9,1647,2
0,0,0,0,34,1,0,1,0,2,0,0,0,0,0,1,1,73.95,1132,0
1,1,0,0,33,0,1,0,0,0,2,2,2,2,0,1,2,54.6,706,0
0,0,1,1,23,1,0,2,1,1,1,1,1,1,1,0,3,20.05,1809,1
0,0,0,0,32,1,0,2,1,1,1,1,1,1,1,0,0,19.75,2609,1
0,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,1,20.05,1049,1
1,0,1,1,69,1,2,1,0,0,2,0,2,2,0,1,1,99.45,2842,2
0,0,1,0,68,1,0,0,2,0,0,2,0,0,1,0,0,55.9,1692,1
1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,1832,1
1,0,0,0,72,1,0,2,1,1,1,1,1,1,2,1,1,19.8,446,1
1,0,1,1,60,1,2,1,2,0,2,0,2,0,1,1,0,95.4,2461,2
1,1,1,1,32,1,0,1,0,2,0,0,2,2,0,1,3,93.95,1284,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.9,792,0
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.6,786,0
1,1,0,0,3,1,2,1,0,2,0,0,0,0,0,1,2,81.35,1028,0
0,0,1,0,46,1,2,2,1,1,1,1,1,1,1,1,0,24.45,68,1
0,0,1,0,29,1,2,1,0,0,0,0,0,0,0,1,2,74.95,940,0
1,0,0,0,51,1,2,1,0,2,2,2,0,0,0,1,2,87.35,1939,0
0,1,1,0,48,1,0,1,0,0,0,0,0,0,0,1,0,70.65,1588,0
0,0,1,1,16,1,0,1,0,2,0,0,0,0,0,0,0,73.25,198,1
1,0,1,0,70,1,2,1,0,2,2,2,0,2,2,1,0,98.7,2795,2
0,0,1,1,40,1,2,2,1,1,1,1,1,1,2,1,3,24.8,30,1
0,0,1,1,22,1,0,1,0,2,0,0,0,2,0,0,2,83.3,738,1
0,1,0,0,1,1,0,1,0,0,2,0,0,0,0,1,0,75.3,2970,0
0,0,1,1,5,1,2,2,1,1,1,1,1,1,0,1,3,24.3,312,1
0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,1,0,69.85,2230,0
1,0,0,1,29,1,2,1,0,2,2,2,0,2,1,0,1,100.55,1269,2
1,0,1,1,44,1,2,2,1,1,1,1,1,1,1,0,3,25.7,114,1
0,0,0,0,10,0,1,0,2,2,2,0,0,0,0,0,0,40.7,1944,1
0,1,1,0,55,1,2,0,0,0,0,0,0,0,0,0,0,51.65,1271,0
1,1,1,0,52,1,2,1,0,2,2,0,2,2,1,1,0,105.1,2297,2
0,0,1,1,10,1,2,1,0,0,0,0,0,2,0,0,2,85.95,3206,0
1,0,0,0,18,1,2,1,0,0,0,0,0,0,0,1,0,75.6,373,0
0,0,1,0,68,1,2,0,2,0,0,2,0,0,1,0,0,58.25,1748,1
0,0,1,1,61,1,0,2,1,1,1,1,1,1,0,1,3,19.4,180,1
0,0,1,1,72,0,1,0,2,2,2,2,2,2,2,1,1,65.2,2076,2
1,0,0,0,2,1,0,0,2,0,2,0,0,0,0,0,2,53.45,190,0
1,0,0,0,12,1,0,0,0,0,0,0,0,0,0,1,0,45.4,2240,0
1,0,1,0,41,1,0,2,1,1,1,1,1,1,2,1,2,19.75,3253,1
0,0,0,0,26,0,1,0,0,0,2,2,2,0,0,1,1,44.45,182,0
1,0,1,0,36,1,0,2,1,1,1,1,1,1,1,0,0,20.85,2895,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,114.05,3178,2
1,0,1,0,35,1,2,1,0,0,0,2,0,2,0,1,0,89.85,1416,0
1,0,0,0,1,1,0,0,0,0,2,2,0,0,0,0,3,55.05,2338,0
0,0,1,1,16,1,2,1,2,0,2,2,2,2,0,1,2,112.95,765,2
0,1,0,0,49,1,2,1,2,0,0,0,2,2,0,0,1,101.55,2207,2
0,0,1,0,54,1,2,1,2,2,2,2,2,2,1,1,3,114.65,2546,2
0,0,0,1,18,1,2,0,2,0,0,0,0,2,0,0,2,64.8,166,0
0,0,1,0,36,1,0,1,0,0,0,0,0,2,0,0,2,80.4,1317,0
0,0,0,0,60,1,2,1,0,2,2,0,2,2,0,1,2,105.9,2661,2
0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,69.55,2807,0
0,0,1,1,52,1,2,2,1,1,1,1,1,1,2,1,0,25.05,268,1
1,0,1,1,8,1,0,1,0,0,2,0,2,2,0,1,2,94.75,2997,0
1,0,1,1,72,1,0,1,2,2,0,2,2,2,2,0,0,105.5,3003,2
0,0,0,0,64,1,2,2,1,1,1,1,1,1,1,0,3,24.7,578,1
0,1,0,0,22,1,0,0,2,0,2,2,0,2,0,1,3,69.75,507,0
1,0,1,0,60,0,1,0,0,2,2,2,2,2,0,1,0,60.2,1604,2
0,0,1,1,28,1,0,1,0,0,0,0,0,2,0,1,2,81.05,985,0
0,0,1,0,61,1,2,2,1,1,1,1,1,1,2,0,3,24.4,400,1
0,0,0,0,24,1,2,1,0,2,2,0,2,2,0,1,2,104.15,1106,2
1,0,1,1,28,1,0,1,0,2,2,2,2,0,1,0,0,92.9,1252,1
0,0,1,1,30,1,0,0,0,2,2,2,2,2,2,0,0,80.8,1045,2
1,0,1,0,2,1,0,2,1,1,1,1,1,1,0,0,3,20.0,1674,1
1,0,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,75.1,2969,0
1,0,0,1,6,1,0,2,1,1,1,1,1,1,0,0,3,19.65,5,1
0,0,1,0,24,1,0,0,0,2,0,0,2,2,0,1,0,69.45,559,0
1,0,1,1,4,1,2,1,0,0,2,0,2,2,0,0,2,101.15,1694,0
1,0,0,0,7,1,2,1,0,2,0,0,2,2,0,1,2,99.8,2755,0
1,1,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,116.05,3172,2
1,0,0,0,70,0,1,0,0,0,0,2,0,2,2,1,3,40.05,1260,1
1,1,1,0,64,1,2,1,0,0,2,2,2,2,2,0,2,102.1,2694,2
1,0,1,1,72,1,2,1,0,2,0,0,2,0,1,1,2,89.7,2710,2
0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,3219,1
0,0,1,1,13,1,0,0,0,0,0,0,0,2,0,0,2,55.95,2927,0
0,1,0,0,17,1,0,2,1,1,1,1,1,1,1,0,3,20.65,1487,1
1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,2,55.0,2337,0
1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,2396,0
1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,308,1
0,0,1,1,1,1,0,1,0,2,0,0,0,0,0,1,2,74.7,2947,0
1,0,0,0,24,1,2,1,0,2,0,0,0,0,0,1,2,80.25,748,0
1,1,1,1,35,1,0,0,0,2,0,2,2,2,0,1,2,76.05,1244,2
0,0,1,1,7,1,0,0,2,2,2,2,2,0,0,1,2,75.7,2360,1
1,0,0,0,5,1,0,1,0,0,0,2,2,2,0,1,2,96.1,1976,0
0,0,0,1,15,1,0,1,0,0,0,0,0,0,0,0,0,69.0,3355,0
1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,998,1
0,0,1,0,48,0,1,0,2,0,2,0,0,2,0,1,0,45.3,938,1
0,1,0,0,20,1,0,1,0,0,0,0,0,2,0,1,2,81.45,600,0
0,0,1,0,72,1,2,1,0,2,2,2,2,2,1,1,0,108.5,3081,2
0,0,1,1,8,1,0,1,0,2,0,0,2,0,0,1,2,83.55,2780,0
1,0,1,1,72,1,2,1,0,0,0,0,0,2,2,1,1,84.5,2574,2
0,0,0,0,15,1,2,1,0,2,0,0,2,2,0,1,2,100.15,397,0
1,0,0,0,72,1,2,0,0,2,2,2,2,2,2,1,0,88.6,2600,2
0,0,1,1,0,0,1,0,2,0,2,2,2,0,2,1,0,52.55,0,1
1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2943,0
1,0,1,1,63,1,2,1,0,2,2,0,2,2,2,1,0,104.8,2713,2
0,0,0,0,2,1,0,0,0,2,0,0,2,0,0,1,2,59.0,146,0
0,0,1,0,2,1,0,1,2,0,0,0,0,0,0,1,2,74.4,369,0
1,1,1,0,61,1,2,0,0,2,0,0,0,2,1,0,0,64.05,1719,2
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.4,857,1
1,0,0,0,22,0,1,0,0,2,2,0,0,2,1,1,0,43.75,3260,0
1,0,1,0,28,1,0,0,2,2,0,2,0,0,0,0,3,60.9,689,1
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.8,376,1
0,1,0,0,5,0,1,0,0,2,0,0,0,0,0,0,2,28.45,305,0
0,0,0,0,12,1,2,1,2,2,2,0,0,2,0,1,0,99.7,236,0
1,0,0,0,34,1,2,1,2,2,2,2,2,2,1,0,1,116.25,1715,2
0,1,1,0,71,1,2,1,2,0,0,0,0,0,2,1,1,80.7,2407,2
0,0,1,1,70,1,2,0,2,0,0,0,0,2,1,0,0,65.2,1986,2
0,0,1,1,52,1,0,1,2,0,2,2,0,0,0,1,0,84.05,1878,1
1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,2346,2
0,1,0,0,20,1,2,1,0,2,2,0,0,2,0,1,2,94.1,687,0
1,0,0,1,11,1,2,1,0,0,2,0,0,0,0,1,3,78.0,3193,0
1,0,1,0,2,1,0,1,0,0,0,2,2,2,0,1,2,94.2,599,0
0,0,1,1,6,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2185,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.85,791,1
1,1,1,1,20,1,0,1,2,0,2,2,0,2,1,0,1,94.3,715,1
1,0,0,0,61,1,2,1,2,0,2,0,2,2,0,1,2,106.45,2629,2
0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,1501,0
0,0,0,0,56,1,2,1,0,2,0,2,2,2,0,1,0,105.45,2494,2
1,0,0,0,30,1,2,1,2,2,2,2,0,0,0,1,1,95.0,1280,2
1,0,0,0,40,1,2,1,0,0,2,2,2,2,0,0,0,104.8,1801,2
0,0,0,0,28,1,0,0,2,0,0,2,0,0,1,0,3,54.3,508,1
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,0,2,70.05,1354,0
0,1,1,0,27,1,0,1,2,0,0,0,0,0,0,1,0,75.2,806,0
1,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,1,20.05,1191,1
1,0,1,1,67,1,2,1,0,2,2,0,2,2,1,1,2,105.4,2828,2
1,1,1,0,29,1,2,0,0,0,0,0,0,0,0,1,2,51.6,428,0
1,0,1,1,55,1,2,1,0,0,0,0,0,2,0,0,0,85.5,2048,0
0,0,0,0,23,1,2,1,0,0,0,0,0,0,0,0,0,75.6,673,0
1,0,1,0,34,1,2,1,0,0,2,0,2,2,0,1,2,100.05,1562,2
1,0,0,0,52,1,0,1,2,0,2,0,2,0,1,0,2,91.25,2057,1
1,1,1,1,72,1,2,1,2,2,2,2,2,2,2,1,1,115.75,3166,2
1,0,1,1,58,1,2,1,0,2,0,2,2,0,1,1,1,94.7,2313,2
1,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,3,19.6,2797,1
0,1,0,0,56,1,2,1,0,2,2,2,2,0,2,1,0,99.9,2417,2
0,0,1,1,24,1,0,2,1,1,1,1,1,1,2,1,1,21.1,2130,1
1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.05,348,1
1,0,0,0,2,1,0,1,0,0,0,0,2,0,0,1,2,79.95,658,0
1,1,1,1,68,1,2,1,0,0,2,2,2,2,1,1,1,107.15,2932,2
0,0,0,0,1,1,2,1,0,0,0,0,0,2,0,1,2,85.0,3184,0
1,0,0,0,12,1,2,1,0,0,2,0,2,0,0,1,2,89.55,23,0
0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,2187,0
0,0,1,1,33,1,0,0,2,2,2,0,0,0,1,1,3,58.45,826,1
0,0,1,0,69,1,0,1,0,2,0,0,2,2,1,1,1,95.65,2761,2
0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,2154,2
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,113.1,3133,2
0,0,0,0,11,1,2,0,0,0,0,0,0,2,0,1,3,58.95,2532,0
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.55,785,1
1,0,0,0,10,1,2,1,0,0,0,0,2,0,0,1,0,86.05,3157,0
1,0,0,0,13,0,1,0,2,0,0,2,2,0,0,1,1,45.55,2518,0
1,0,1,1,34,1,0,1,0,0,0,0,0,2,1,1,0,78.95,1188,0
1,0,1,1,39,1,0,1,0,2,0,0,2,0,0,1,3,86.3,1474,0
0,0,0,0,65,1,2,1,0,2,0,2,2,2,1,1,0,105.05,2762,2
1,1,1,0,50,1,2,1,2,2,2,0,2,0,1,1,0,101.9,2269,2
1,0,0,0,15,1,0,2,1,1,1,1,1,1,0,0,3,19.75,1394,1
1,0,1,1,72,1,2,1,2,2,2,0,2,2,2,1,0,110.3,3071,2
0,0,1,1,72,1,2,1,2,2,2,2,2,2,2,1,0,115.6,3130,2
1,0,1,1,55,1,0,2,1,1,1,1,1,1,2,0,0,19.35,156,1
0,0,1,1,23,1,2,2,1,1,1,1,1,1,2,1,1,25.6,2228,1
1,0,0,0,32,1,2,1,0,2,0,0,0,0,0,1,0,80.35,1161,0
0,0,1,1,56,1,2,0,2,0,2,0,0,2,1,1,0,68.75,1679,2
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,19.9,792,1
1,0,0,0,38,1,0,0,2,2,0,2,2,0,1,0,3,70.6,1228,1
1,0,0,0,11,1,0,1,0,0,0,0,0,0,0,0,2,70.2,3002,0
1,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,49.3,2123,0
1,0,1,0,56,1,2,1,0,2,0,2,2,2,1,1,2,107.25,2541,2
1,0,1,0,3,1,2,2,1,1,1,1,1,1,0,1,3,23.6,3240,0
1,0,1,1,7,1,0,0,2,0,0,0,2,2,0,0,1,69.7,2234,1
1,0,1,1,59,1,2,1,0,0,2,0,2,2,2,1,1,99.5,2474,2
1,0,0,0,7,1,0,0,0,0,2,2,2,0,0,0,0,64.3,1928,0
1,0,1,1,71,1,0,0,2,0,2,2,0,2,2,1,1,70.85,2162,2
1,0,1,1,15,1,0,1,2,0,0,2,2,2,1,0,2,101.9,596,1
1,0,1,0,71,1,2,0,2,2,0,2,2,0,2,0,1,73.5,2293,2
0,0,0,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.25,1582,0
0,0,0,0,11,0,1,0,0,2,2,2,0,0,1,1,1,40.4,1844,1
0,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,1,19.25,104,1
1,1,0,0,47,1,2,0,0,2,0,2,0,0,2,0,0,59.6,1247,2
0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,2822,1
1,0,1,0,56,1,2,1,0,2,0,0,2,2,1,0,1,100.3,2387,2
0,1,1,0,28,1,2,1,0,2,2,2,2,2,0,1,2,110.85,1437,2
1,0,1,0,61,1,0,0,2,2,0,2,2,2,2,1,3,81.05,2062,2
1,0,1,1,31,1,2,1,2,0,2,0,2,0,1,0,0,98.05,1382,2
1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,2519,0
1,1,1,0,35,1,2,1,2,2,0,0,0,2,0,1,2,94.55,1512,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,19.65,1677,0
0,0,1,1,12,1,0,2,1,1,1,1,1,1,0,0,3,19.0,1027,1
0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,3,75.3,2970,0
0,1,0,0,4,1,2,1,0,0,2,0,2,0,0,1,2,89.2,1550,0
0,0,1,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.0,775,1
0,0,0,0,3,1,0,2,1,1,1,1,1,1,0,1,3,20.0,2563,0
0,1,0,0,1,1,2,1,0,0,0,0,2,0,0,1,2,85.7,3190,0
1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,1503,1
1,0,1,1,5,1,0,2,1,1,1,1,1,1,1,0,3,20.1,3185,1
1,0,1,0,72,1,2,1,2,2,2,0,0,2,2,1,2,99.15,2958,2
1,0,1,1,71,1,2,0,2,2,2,2,2,2,2,0,2,90.4,2729,2
1,0,1,0,72,1,2,1,2,0,2,2,2,2,2,1,1,111.9,3093,2
1,0,1,1,46,1,2,2,1,1,1,1,1,1,1,0,2,24.9,172,1
1,0,1,1,63,1,2,0,2,2,2,0,2,2,2,0,1,83.5,2314,2
1,0,0,0,30,1,0,1,2,2,2,0,0,0,0,1,1,84.3,1078,0
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,45.6,1958,0
0,0,0,0,12,1,2,0,2,0,2,2,0,0,0,1,3,61.65,2883,0
1,0,0,0,16,0,1,0,2,2,2,2,2,0,2,0,3,54.85,3272,1
1,0,0,0,4,1,2,0,0,0,0,2,0,2,0,0,3,65.55,1047,0
1,0,1,0,51,1,2,1,0,2,0,0,0,2,1,1,1,90.35,2013,2
1,0,1,0,65,1,0,2,1,1,1,1,1,1,2,1,1,20.4,395,1
1,0,0,0,16,1,0,1,0,0,0,2,0,0,0,1,1,74.55,170,0
1,0,0,0,2,1,0,2,1,1,1,1,1,1,1,0,3,19.95,2042,1
0,0,1,1,66,1,2,1,0,0,0,0,0,0,1,1,0,74.25,2102,2
1,0,0,0,46,1,2,1,0,2,2,2,2,2,2,0,2,108.65,2132,2
0,0,0,0,32,1,2,1,2,0,2,2,2,2,1,1,0,109.55,1615,2
1,0,1,0,72,1,2,0,2,0,2,2,2,2,2,0,1,86.65,2559,2
1,0,1,1,38,1,0,0,2,0,2,2,2,2,2,0,1,81.0,1383,2
1,0,0,1,51,1,0,0,0,0,0,2,0,0,1,0,1,47.85,1040,1
1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,3149,2
0,1,1,0,65,1,2,1,2,0,2,0,2,2,0,0,0,105.25,2775,2
1,0,1,1,9,0,1,0,0,2,0,0,0,0,0,1,2,29.95,1102,0
0,0,1,1,9,1,0,0,2,2,2,2,0,0,0,0,3,65.0,2721,1
1,0,0,1,66,1,0,2,1,1,1,1,1,1,2,0,3,20.55,343,1
0,1,0,0,44,1,2,1,2,2,2,0,2,2,1,1,1,109.8,2104,2
1,0,0,0,50,1,2,0,0,0,2,2,0,2,2,0,0,69.5,1537,2
0,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,3,48.85,2634,0
1,0,0,0,8,0,1,0,0,0,0,0,0,0,0,1,1,25.25,747,0
0,1,0,0,66,1,2,1,0,0,2,2,2,2,1,1,1,102.85,2825,2
0,0,0,0,57,1,2,1,2,2,0,2,0,0,0,1,0,87.55,2115,2
0,0,0,0,7,1,2,1,0,2,0,0,0,0,0,1,0,78.55,2253,0
1,1,1,1,10,0,1,0,0,0,0,0,0,2,0,1,0,34.55,1618,0
0,0,0,0,62,1,2,1,2,2,2,0,0,0,1,1,2,92.05,2440,2
1,0,1,1,40,1,0,1,0,0,2,0,2,0,1,1,2,85.05,1509,1
0,0,0,0,20,1,0,2,1,1,1,1,1,1,2,0,3,19.7,1779,1
0,0,0,0,7,1,0,2,1,1,1,1,1,1,0,0,0,20.0,354,1
0,0,1,0,25,1,0,1,0,0,0,2,2,2,0,1,2,95.15,1056,0
1,0,1,0,23,1,2,1,0,2,2,0,0,0,0,0,2,84.25,833,0
0,1,1,0,66,1,2,1,0,2,2,0,2,2,1,0,1,104.6,2782,2
0,1,0,0,72,1,2,1,0,2,2,2,2,2,2,0,2,111.65,3067,2
1,1,1,0,49,1,2,1,0,2,0,0,0,2,0,0,1,90.05,1987,0
1,1,1,1,43,1,2,1,0,2,2,2,2,2,0,1,0,110.75,2036,2
0,0,1,0,46,1,2,0,2,0,0,0,0,0,0,0,0,55.0,1099,0
1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,0,1,89.85,2705,2
1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.35,674,1
0,0,0,0,40,0,1,0,2,0,0,2,2,2,1,1,0,54.55,991,2
0,0,1,1,65,1,2,1,0,2,2,0,2,2,0,1,2,105.5,2827,2
1,0,0,0,31,1,0,1,0,0,2,2,2,2,2,0,0,99.45,1393,2
0,0,1,0,68,1,2,0,2,2,2,2,0,0,2,0,1,70.9,2137,2
1,1,1,1,56,1,2,1,2,0,2,0,2,2,1,1,0,104.55,2452,2
1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,3199,0
1,0,1,1,68,1,2,2,1,1,1,1,1,1,2,0,0,25.4,565,1
0,0,1,1,43,1,0,0,0,0,0,0,2,0,0,0,2,56.15,1111,1
1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.55,3244,0
0,1,0,0,49,1,0,1,0,2,2,0,0,2,1,1,0,89.85,1862,2
0,0,1,1,15,1,2,2,1,1,1,1,1,1,0,1,2,25.25,1729,1
1,1,1,0,20,1,2,1,0,0,0,0,2,2,0,1,2,94.55,774,0
